,Rule,K,Enzyme,EC Numbers,EC_Number_firstdigit,reac_id,reac_name,reac_meta_name,reac_meta_value,reac_meta_name_list,Km,Kcat,Gibbs,SMILES
509,YER019W,K12351,sphingomyelin phosphodiesterase 2 ,3.1.4.12,3,MIP2C124PLC_SC,Mannose  inositol P 2 ceramide  ceramide 1  24C  phospholipase C,man2mi1p__D_c,1,Mannose  inositol P 2 C18H31O22P2,,,NA,NA
510,YER019W,K12351,sphingomyelin phosphodiesterase 2 ,3.1.4.12,3,MIP2C126PLC_SC,Mannose  inositol P 2 ceramide  ceramide 1  26C  phospholipase C,man2mi1p__D_c,1,Mannose  inositol P 2 C18H31O22P2,,,NA,NA
511,YER019W,K12351,sphingomyelin phosphodiesterase 2 ,3.1.4.12,3,MIP2C224PLC_SC,Mannose  inositol P 2 ceramide  ceramide 2  24C  phospholipase C,man2mi1p__D_c,1,Mannose  inositol P 2 C18H31O22P2,,,NA,NA
512,YER019W,K12351,sphingomyelin phosphodiesterase 2 ,3.1.4.12,3,MIP2C226PLC_SC,Mannose  inositol P 2 ceramide  ceramide 2  26C  phospholipase C,man2mi1p__D_c,1,Mannose  inositol P 2 C18H31O22P2,,,NA,NA
513,YER019W,K12351,sphingomyelin phosphodiesterase 2 ,3.1.4.12,3,MIP2C324PLC_SC,Mannose  inositol P 2 ceramide  ceramide 3  24C  phospholipase C,man2mi1p__D_c,1,Mannose  inositol P 2 C18H31O22P2,,,NA,NA
514,YER019W,K12351,sphingomyelin phosphodiesterase 2 ,3.1.4.12,3,MIP2C326PLC_SC,Mannose  inositol P 2 ceramide  ceramide 3  26C  phospholipase C,man2mi1p__D_c,1,Mannose  inositol P 2 C18H31O22P2,,,NA,NA
515,YER019W,K12351,sphingomyelin phosphodiesterase 2 ,3.1.4.12,3,IPC326PLC_SC,Inositol phosphorylceramide  ceramide 3  26C  phospholipase C,ipc326_SC_c,-0.01,Inositol phosphorylceramide  ceramide 3  26C   yeast specific C5000H9900N100O1300P100,,,NA,NA
516,YER019W,K12351,sphingomyelin phosphodiesterase 2 ,3.1.4.12,3,IPC324PLC_SC,Inositol phosphorylceramide  ceramide 3  24C  phospholipase C,ipc324_SC_c,-0.01,Inositol phosphorylceramide  ceramide 3  24C   yeast specific C4800H9500N100O1300P100,,,NA,NA
517,YER019W,K12351,sphingomyelin phosphodiesterase 2 ,3.1.4.12,3,IPC226PLC_SC,Inositol phosphorylceramide  ceramide 2  26C  phospholipase C,ipc226_SC_c,-0.01,Inositol phosphorylceramide  ceramide 2  26C   yeast specific C5000H9900N100O1200P100,,,NA,NA
518,YER019W,K12351,sphingomyelin phosphodiesterase 2 ,3.1.4.12,3,IPC224PLC_SC,Inositol phosphorylceramide  ceramide 2  24C  phospholipase C,ipc224_SC_c,-0.01,Inositol phosphorylceramide  ceramide 2  24C   yeast specific C4800H9500N100O1200P100,,,NA,NA
519,YER019W,K12351,sphingomyelin phosphodiesterase 2 ,3.1.4.12,3,IPC126PLC_SC,Inositol phosphorylceramide  ceramide 1  26C  phospholipase C,ipc126_SC_c,-0.01,Inositol phosphorylceramide  ceramide 1  26C   yeast specific C5000H9900N100O1100P100,,,NA,NA
520,YER019W,K12351,sphingomyelin phosphodiesterase 2 ,3.1.4.12,3,IPC124PLC_SC,Inositol phosphorylceramide  ceramide 1  24C  phospholipase C,ipc124_SC_c,-0.01,Inositol phosphorylceramide  ceramide 1  24C   yeast specific C4800H9500N100O1100P100,,,NA,NA
521,YER019W,K12351,sphingomyelin phosphodiesterase 2 ,3.1.4.12,3,IPC326PLC_SC,Inositol phosphorylceramide  ceramide 3  26C  phospholipase C,cer3_26_c,1,Ceramide 3  Phytosphingosinen C260OH  C44H89NO5,,,NA,NA
522,YER019W,K12351,sphingomyelin phosphodiesterase 2 ,3.1.4.12,3,MIPC326PLC_SC,Mannose inositol phosphorylceramide  ceramide 3  26C  phospholipase C,cer3_26_c,1,Ceramide 3  Phytosphingosinen C260OH  C44H89NO5,,,NA,NA
523,YER019W,K12351,sphingomyelin phosphodiesterase 2 ,3.1.4.12,3,MIP2C326PLC_SC,Mannose  inositol P 2 ceramide  ceramide 3  26C  phospholipase C,cer3_26_c,1,Ceramide 3  Phytosphingosinen C260OH  C44H89NO5,,,NA,NA
524,YER019W,K12351,sphingomyelin phosphodiesterase 2 ,3.1.4.12,3,IPC324PLC_SC,Inositol phosphorylceramide  ceramide 3  24C  phospholipase C,cer3_24_c,1,Ceramide 3  Phytosphingosinen C240OH  C42H85NO5,,,NA,NA
525,YER019W,K12351,sphingomyelin phosphodiesterase 2 ,3.1.4.12,3,MIP2C324PLC_SC,Mannose  inositol P 2 ceramide  ceramide 3  24C  phospholipase C,cer3_24_c,1,Ceramide 3  Phytosphingosinen C240OH  C42H85NO5,,,NA,NA
526,YER019W,K12351,sphingomyelin phosphodiesterase 2 ,3.1.4.12,3,MIPC324PLC_SC,Mannose inositol phosphorylceramide  ceramide 3  24C  phospholipase C,cer3_24_c,1,Ceramide 3  Phytosphingosinen C240OH  C42H85NO5,,,NA,NA
527,YER019W,K12351,sphingomyelin phosphodiesterase 2 ,3.1.4.12,3,IPC226PLC_SC,Inositol phosphorylceramide  ceramide 2  26C  phospholipase C,cer2_26_c,1,Ceramide 2  Phytosphingosinen C260  C44H89NO4,,,826.9297,CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO)[C@@H]([C@H](O)CCCCCCCCCCCCCC)O
528,YER019W,K12351,sphingomyelin phosphodiesterase 2 ,3.1.4.12,3,MIP2C226PLC_SC,Mannose  inositol P 2 ceramide  ceramide 2  26C  phospholipase C,cer2_26_c,1,Ceramide 2  Phytosphingosinen C260  C44H89NO4,,,826.9297,CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO)[C@@H]([C@H](O)CCCCCCCCCCCCCC)O
529,YER019W,K12351,sphingomyelin phosphodiesterase 2 ,3.1.4.12,3,MIPC226PLC_SC,Mannose inositol phosphorylceramide  ceramide 2  26C  phospholipase C,cer2_26_c,1,Ceramide 2  Phytosphingosinen C260  C44H89NO4,,,826.9297,CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO)[C@@H]([C@H](O)CCCCCCCCCCCCCC)O
530,YER019W,K12351,sphingomyelin phosphodiesterase 2 ,3.1.4.12,3,IPC224PLC_SC,Inositol phosphorylceramide  ceramide 2  24C  phospholipase C,cer2_24_c,1,Ceramide 2  Phytosphingosinen C240  C42H85NO4,,,782.6053,CCCCCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO)[C@@H]([C@H](O)CCCCCCCCCCCCCC)O
531,YER019W,K12351,sphingomyelin phosphodiesterase 2 ,3.1.4.12,3,MIP2C224PLC_SC,Mannose  inositol P 2 ceramide  ceramide 2  24C  phospholipase C,cer2_24_c,1,Ceramide 2  Phytosphingosinen C240  C42H85NO4,,,782.6053,CCCCCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO)[C@@H]([C@H](O)CCCCCCCCCCCCCC)O
532,YER019W,K12351,sphingomyelin phosphodiesterase 2 ,3.1.4.12,3,MIPC224PLC_SC,Mannose inositol phosphorylceramide  ceramide 2  24C  phospholipase C,cer2_24_c,1,Ceramide 2  Phytosphingosinen C240  C42H85NO4,,,782.6053,CCCCCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO)[C@@H]([C@H](O)CCCCCCCCCCCCCC)O
533,YER019W,K12351,sphingomyelin phosphodiesterase 2 ,3.1.4.12,3,IPC126PLC_SC,Inositol phosphorylceramide  ceramide 1  26C  phospholipase C,cer1_26_c,1,Ceramide 1  Sphinganinen C260  C44H89NO3,,,864.96967,CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO)[C@H](O)CCCCCCCCCCCCCCC
534,YER019W,K12351,sphingomyelin phosphodiesterase 2 ,3.1.4.12,3,MIP2C126PLC_SC,Mannose  inositol P 2 ceramide  ceramide 1  26C  phospholipase C,cer1_26_c,1,Ceramide 1  Sphinganinen C260  C44H89NO3,,,864.96967,CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO)[C@H](O)CCCCCCCCCCCCCCC
535,YER019W,K12351,sphingomyelin phosphodiesterase 2 ,3.1.4.12,3,MIPC126PLC_SC,Mannose inositol phosphorylceramide  ceramide 1  26C  phospholipase C,cer1_26_c,1,Ceramide 1  Sphinganinen C260  C44H89NO3,,,864.96967,CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO)[C@H](O)CCCCCCCCCCCCCCC
536,YER019W,K12351,sphingomyelin phosphodiesterase 2 ,3.1.4.12,3,IPC124PLC_SC,Inositol phosphorylceramide  ceramide 1  24C  phospholipase C,cer1_24_c,1,Ceramide 1  Sphinganinen C240  C42H85NO3,,,820.64526,CCCCCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO)[C@H](O)CCCCCCCCCCCCCCC
537,YER019W,K12351,sphingomyelin phosphodiesterase 2 ,3.1.4.12,3,MIP2C124PLC_SC,Mannose  inositol P 2 ceramide  ceramide 1  24C  phospholipase C,cer1_24_c,1,Ceramide 1  Sphinganinen C240  C42H85NO3,,,820.64526,CCCCCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO)[C@H](O)CCCCCCCCCCCCCCC
538,YER019W,K12351,sphingomyelin phosphodiesterase 2 ,3.1.4.12,3,MIPC124PLC_SC,Mannose inositol phosphorylceramide  ceramide 1  24C  phospholipase C,cer1_24_c,1,Ceramide 1  Sphinganinen C240  C42H85NO3,,,820.64526,CCCCCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO)[C@H](O)CCCCCCCCCCCCCCC
539,YER023W,K00286,pyrroline-5-carboxylate reductase ,1.5.1.2,1,HPROa,L hydroxyproline reductase  NAD ,4hpro_LT_c,1,Trans 4 Hydroxy L proline C5H9NO3,,,-16.119907,O[C@H]1C[NH2+][C@@H](C1)C([O-])=O
540,YER023W,K00286,pyrroline-5-carboxylate reductase ,1.5.1.2,1,HPROb,L hydroxyproline reductase  NADP ,4hpro_LT_c,1,Trans 4 Hydroxy L proline C5H9NO3,,,-16.119907,O[C@H]1C[NH2+][C@@H](C1)C([O-])=O
541,YER023W,K00286,pyrroline-5-carboxylate reductase ,1.5.1.2,1,HPROa,L hydroxyproline reductase  NAD ,1p3h5c_c,-1,L 1 Pyrroline 3 hydroxy 5 carboxylate C5H6NO3,,,-37.795338,O[C@@H]1C[C@H](N=C1)C([O-])=O
542,YER023W,K00286,pyrroline-5-carboxylate reductase ,1.5.1.2,1,HPROb,L hydroxyproline reductase  NADP ,1p3h5c_c,-1,L 1 Pyrroline 3 hydroxy 5 carboxylate C5H6NO3,,,-37.795338,O[C@@H]1C[C@H](N=C1)C([O-])=O
543,YER026C,K17103,CDP-diacylglycerol---serine O-phosphatidyltransferase ,2.7.8.8,2,PSERSm_SC,Phosphatidylserine synthase  yeast specific  mitochondrial,ser__L_m,-1,L-serine,,,-50.2021,C(O)[C@H]([NH3+])C(=O)[O-]
544,YER026C,K17103,CDP-diacylglycerol---serine O-phosphatidyltransferase ,2.7.8.8,2,PSERS_SC,Phosphatidylserine synthase  yeast specific,ser__L_c,-1,L-serine,,,-50.2021,C(O)[C@H]([NH3+])C(=O)[O-]
545,YER026C,K17103,CDP-diacylglycerol---serine O-phosphatidyltransferase ,2.7.8.8,2,PSERSm_SC,Phosphatidylserine synthase  yeast specific  mitochondrial,ps_SC_m,0.01,Phosphatidylserine yeast specific,,,NA,NA
546,YER026C,K17103,CDP-diacylglycerol---serine O-phosphatidyltransferase ,2.7.8.8,2,PSERS_SC,Phosphatidylserine synthase  yeast specific,ps_SC_c,0.01,Phosphatidylserine yeast specific,,,NA,NA
547,YER026C,K17103,CDP-diacylglycerol---serine O-phosphatidyltransferase ,2.7.8.8,2,PSERSm_SC,Phosphatidylserine synthase  yeast specific  mitochondrial,cmp_m,1,CMP C9H12N3O8P,,,-246.14482,Nc1ccn([C@@H]2O[C@H](COP([O-])([O-])=O)[C@@H](O)[C@H]2O)c(=O)n1
548,YER026C,K17103,CDP-diacylglycerol---serine O-phosphatidyltransferase ,2.7.8.8,2,PSERSm_SC,Phosphatidylserine synthase  yeast specific  mitochondrial,cdpdag_SC_m,-0.01,CDPdiacylglycerol  yeast specific C4440H7744N300O1500P200,,,NA,NA
549,YER026C,K17103,CDP-diacylglycerol---serine O-phosphatidyltransferase ,2.7.8.8,2,PSERS_SC,Phosphatidylserine synthase  yeast specific,cdpdag_SC_c,-0.01,CDPdiacylglycerol  yeast specific C4440H7744N300O1500P200,,,NA,NA
550,YER043C,K01251,adenosylhomocysteinase ,3.3.1.1,3,AHCi,Adenosylhomocysteinase,hcys__L_c,1,L-Homocysteine,,,10.670094,[NH3+]C(CCS)C([O-])=O
551,YER043C,K01251,adenosylhomocysteinase ,3.3.1.1,3,AHCi,Adenosylhomocysteinase,ahcys_c,-1,S-Adenosyl-L-homocysteine,,,84.0534,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](CSCC[C@H]([NH3+])C([O-])=O)[C@@H](O)[C@H]1O
552,YER043C,K01251,adenosylhomocysteinase ,3.3.1.1,3,AHCi,Adenosylhomocysteinase,adn_c,1,Adenosine,,,87.03457,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
553,YER052C,K00928,aspartate kinase ,2.7.2.4,2,ASPK,Aspartate kinase,asp__L_c,-1,L-Aspartate,1.15,46.6,-105.78535,[NH3+][C@@H](CC([O-])=O)C([O-])=O
554,YER052C,K00928,aspartate kinase ,2.7.2.4,2,ASPK,Aspartate kinase,4pasp_c,1,4-Phospho-L-aspartate,,,-304.6715,[NH3+][C@@H](CC(=O)OP([O-])([O-])=O)C([O-])=O
555,YER055C,K00765,ATP phosphoribosyltransferase ,2.4.2.17,2,ATPPRT,ATP phosphoribosyltransferase,prpp_c,-1,5-Phospho-alpha-D-ribose 1-diphosphate,,,-740.25256,O[C@H]1[C@@H](O)[C@@H](OP([O-])(=O)OP([O-])([O-])=O)O[C@@H]1COP([O-])([O-])=O
556,YER055C,K00765,ATP phosphoribosyltransferase ,2.4.2.17,2,ATPPRT,ATP phosphoribosyltransferase,prbatp_c,1,1-(5-Phosphoribosyl)-ATP,,,-764.98914,O[C@H]1[C@@H](O)[C@@H](O[C@@H]1COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)n1cnc2c1ncn([C@@H]1O[C@H](COP([O-])([O-])=O)[C@@H](O)[C@H]1O)c2=N
557,YER065C,K01637,isocitrate lyase ,4.1.3.1,4,ICL,Isocitrate lyase,succ_c,1,Succinate,,,-125.16375,C(C([O-])=O)CC([O-])=O
558,YER065C,K01637,isocitrate lyase ,4.1.3.1,4,ICL,Isocitrate lyase,icit_c,-1,Isocitrate,,,-227.75293,OC(C(CC([O-])=O)C([O-])=O)C([O-])=O
559,YER065C,K01637,isocitrate lyase ,4.1.3.1,4,ICL,Isocitrate lyase,glx_c,1,Glyoxylate,,,-102.04095,[H]C(=O)C([O-])=O
560,YER069W,K12659,N-acetyl-gamma-glutamyl-phosphate reductase / acetylglutamate kinase ,1.2.1.38 2.7.2.8,1,ACGKm,Acetylglutamate kinase  mitochondrial,atp_m,-1,ATP C10H12N5O13P3,,,-553.6995,C(OP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@H]3(O[C@@H](N1(C2(\C(\N=C/1)=C(N)/N=C\N=2)))[C@H](O)[C@H](O)3)
561,YER069W,K12659,N-acetyl-gamma-glutamyl-phosphate reductase / acetylglutamate kinase ,1.2.1.38 2.7.2.8,1,ACGKm,Acetylglutamate kinase  mitochondrial,adp_m,1,ADP C10H12N5O10P2,,,-344.92508,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O
562,YER069W,K12659,N-acetyl-gamma-glutamyl-phosphate reductase / acetylglutamate kinase ,1.2.1.38 2.7.2.8,1,ACGKm,Acetylglutamate kinase  mitochondrial,acglu_m,-1,N-Acetyl-L-glutamate,,,-102.53814,CC(=O)N[C@@H](CCC([O-])=O)C([O-])=O
563,YER069W,K12659,N-acetyl-gamma-glutamyl-phosphate reductase / acetylglutamate kinase ,1.2.1.38 2.7.2.8,1,AGPRim,N acetyl g glutamyl phosphate reductase  irreversible  mitochondrial,acg5sa_m,1,N-Acetyl-L-glutamate 5-semialdehyde,,,-38.630856,CC(=O)N[C@@H](CCC=O)C([O-])=O
564,YER069W,K12659,N-acetyl-gamma-glutamyl-phosphate reductase / acetylglutamate kinase ,1.2.1.38 2.7.2.8,1,AGPRim,N acetyl g glutamyl phosphate reductase  irreversible  mitochondrial,acg5p_m,-1,N-Acetyl-L-glutamyl 5-phosphate,,,-303.39844,CC(=O)N[C@@H](CCC(=O)OP([O-])([O-])=O)C([O-])=O
565,YER069W,K12659,N-acetyl-gamma-glutamyl-phosphate reductase / acetylglutamate kinase ,1.2.1.38 2.7.2.8,1,ACGKm,Acetylglutamate kinase  mitochondrial,acg5p_m,1,N-Acetyl-L-glutamyl 5-phosphate,,,-303.39844,CC(=O)N[C@@H](CCC(=O)OP([O-])([O-])=O)C([O-])=O
566,YER086W,K01754,threonine dehydratase ,4.3.1.19,4,THRD_Lm,L threonine deaminase  mitochondrial,thr__L_m,-1,L-Threonine,,,-30.559916,C[C@@H](O)[C@H]([NH3+])C([O-])=O
567,YER086W,K01754,threonine dehydratase ,4.3.1.19,4,THRD_Lm,L threonine deaminase  mitochondrial,nh4_m,1,Ammonium,,,11.853362,[H][N+]([H])([H])[H]
568,YER086W,K01754,threonine dehydratase ,4.3.1.19,4,THRD_Lm,L threonine deaminase  mitochondrial,2obut_m,1,2-Oxobutanoate,,,-60.026466,CCC(=O)C([O-])=O
569,YER091C,K00549,5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase ,2.1.1.14,2,METS,Methionine synthase,thf_c,1,"5,6,7,8-tetrahydrofolate",,,73.9153,C(NC1(\C=C/C(/C(=O)N[C@H](C(=O)[O-])CCC([O-])=O)=C\C=1))[C@H]2(CNC3(/N=C(N)\NC(=O)C(/N2)=3))
570,YER091C,K00549,5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase ,2.1.1.14,2,MHPGLUT,5 methyltetrahydropteroyltriglutamate homocysteine S methyltransferase,mhpglu_c,-1,5 Methyltetrahydropteroyltri L glutamate C25H36N8O12,0.4,,12.276289,CN1[C@@H](CNc2ccc(cc2)C(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)N[C@@H](CCC([O-])=O)C([O-])=O)C([O-])=O)C([O-])=O)CNc2[nH]c(N)nc(=O)c12
571,YER091C,K00549,5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase ,2.1.1.14,2,METS,Methionine synthase,met__L_c,1,L-Methionine,,,37.072315,CSCC[C@H]([NH3+])C([O-])=O
572,YER091C,K00549,5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase ,2.1.1.14,2,MHPGLUT,5 methyltetrahydropteroyltriglutamate homocysteine S methyltransferase,met__L_c,1,L-Methionine,,,37.072315,CSCC[C@H]([NH3+])C([O-])=O
573,YER091C,K00549,5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase ,2.1.1.14,2,MHPGLUT,5 methyltetrahydropteroyltriglutamate homocysteine S methyltransferase,hpglu_c,1,Tetrahydropteroyltri L glutamate C24H34N8O12,,,-20.535969,Nc1nc(=O)c2N[C@@H](CNc3ccc(cc3)C(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)N[C@@H](CCC([O-])=O)C([O-])=O)C([O-])=O)C([O-])=O)CNc2[nH]1
574,YER091C,K00549,5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase ,2.1.1.14,2,METS,Methionine synthase,hcys__L_c,-1,L-Homocysteine,0.0175,0.33,10.670094,[NH3+]C(CCS)C([O-])=O
575,YER091C,K00549,5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase ,2.1.1.14,2,MHPGLUT,5 methyltetrahydropteroyltriglutamate homocysteine S methyltransferase,hcys__L_c,-1,L-Homocysteine,0.0175,0.33,10.670094,[NH3+]C(CCS)C([O-])=O
576,YER091C,K00549,5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase ,2.1.1.14,2,METS,Methionine synthase,5mthf_c,-1,5-Methyltetrahydrofolate,,,106.72754,CN1[C@@H](CNc2ccc(cc2)C(=O)N[C@@H](CCC([O-])=O)C([O-])=O)CNc2[nH]c(N)nc(=O)c12
577,YER119C,,,,,GLUt7,L glutamate transport out via proton symport  vacuolar,glu__L_v,-1,L-Glutamate,,,-82.27311,[NH3+][C@@H](CCC([O-])=O)C([O-])=O
578,YER119C,,,,,GLUt7,L glutamate transport out via proton symport  vacuolar,glu__L_c,1,L-Glutamate,,,-82.27311,[NH3+][C@@H](CCC([O-])=O)C([O-])=O
579,YER119C,,,,,ASPt7,L aspartate transport out via proton symport  vacuolar,asp__L_v,-1,L-Aspartate,,,-105.78535,[NH3+][C@@H](CC([O-])=O)C([O-])=O
580,YER119C,,,,,ASPt7,L aspartate transport out via proton symport  vacuolar,asp__L_c,1,L-Aspartate,,,-105.78535,[NH3+][C@@H](CC([O-])=O)C([O-])=O
581,YER170W,K00939,adenylate kinase ,2.7.4.3,2,ADK4m,Adentylate kinase  ITP   mitochondrial,itp_m,-1,ITP C10H11N4O14P3,,,-567.64966,O[C@@H]1[C@@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)O[C@H]([C@@H]1O)n1cnc2c1nc[nH]c2=O
582,YER170W,K00939,adenylate kinase ,2.7.4.3,2,ADK4m,Adentylate kinase  ITP   mitochondrial,idp_m,1,IDP C10H11N4O11P2,,,-453.86523,O[C@@H]1[C@@H](COP([O-])(=O)OP([O-])([O-])=O)O[C@H]([C@@H]1O)n1cnc2c1nc[nH]c2=O
583,YER170W,K00939,adenylate kinase ,2.7.4.3,2,ADK3m,Adentylate kinase  GTP ,gtp_m,-1,GTP C10H12N5O14P3,,,-553.3185,Nc1nc2n(cnc2c(=O)[nH]1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O
584,YER170W,K00939,adenylate kinase ,2.7.4.3,2,ADK3m,Adentylate kinase  GTP ,gdp_m,1,GDP C10H12N5O11P2,,,-439.5341,Nc1nc2n(cnc2c(=O)[nH]1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O
585,YER170W,K00939,adenylate kinase ,2.7.4.3,2,ADK1m,Adenylate kinase  mitochondrial,atp_m,-1,ATP C10H12N5O13P3,,,-553.6995,C(OP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@H]3(O[C@@H](N1(C2(\C(\N=C/1)=C(N)/N=C\N=2)))[C@H](O)[C@H](O)3)
586,YER170W,K00939,adenylate kinase ,2.7.4.3,2,ADK1m,Adenylate kinase  mitochondrial,amp_m,-1,AMP C10H12N5O7P,,,-135.89479,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])([O-])=O)[C@@H](O)[C@H]1O
587,YER170W,K00939,adenylate kinase ,2.7.4.3,2,ADK3m,Adentylate kinase  GTP ,amp_m,-1,AMP C10H12N5O7P,,,-135.89479,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])([O-])=O)[C@@H](O)[C@H]1O
588,YER170W,K00939,adenylate kinase ,2.7.4.3,2,ADK4m,Adentylate kinase  ITP   mitochondrial,amp_m,-1,AMP C10H12N5O7P,,,-135.89479,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])([O-])=O)[C@@H](O)[C@H]1O
589,YER170W,K00939,adenylate kinase ,2.7.4.3,2,ADK1m,Adenylate kinase  mitochondrial,adp_m,2,ADP C10H12N5O10P2,,,-344.92508,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O
590,YER170W,K00939,adenylate kinase ,2.7.4.3,2,ADK3m,Adentylate kinase  GTP ,adp_m,1,ADP C10H12N5O10P2,,,-344.92508,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O
591,YER170W,K00939,adenylate kinase ,2.7.4.3,2,ADK4m,Adentylate kinase  ITP   mitochondrial,adp_m,1,ADP C10H12N5O10P2,,,-344.92508,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O
592,YER175C,K22438,trans-aconitate 3-methyltransferase ,2.1.1.145,2,ACON3MT,Trans aconitate 3 methyltransferase,amet_c,-1,S-Adenosyl-L-methionine,,,124.03472,C[S+](CC[C@H]([NH3+])C([O-])=O)C[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(N)ncnc12
593,YER175C,K22438,trans-aconitate 3-methyltransferase ,2.1.1.145,2,3IPM3MT,3 Isopropylmalate 3 methyltransferase,amet_c,-1,S-Adenosyl-L-methionine,,,124.03472,C[S+](CC[C@H]([NH3+])C([O-])=O)C[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(N)ncnc12
594,YER175C,K22438,trans-aconitate 3-methyltransferase ,2.1.1.145,2,ACON3MT,Trans aconitate 3 methyltransferase,ahcys_c,1,S-Adenosyl-L-homocysteine,,,84.0534,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](CSCC[C@H]([NH3+])C([O-])=O)[C@@H](O)[C@H]1O
595,YER175C,K22438,trans-aconitate 3-methyltransferase ,2.1.1.145,2,3IPM3MT,3 Isopropylmalate 3 methyltransferase,ahcys_c,1,S-Adenosyl-L-homocysteine,,,84.0534,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](CSCC[C@H]([NH3+])C([O-])=O)[C@@H](O)[C@H]1O
596,YER175C,K22438,trans-aconitate 3-methyltransferase ,2.1.1.145,2,ACON3MT,Trans aconitate 3 methyltransferase,acon5m_c,1,E 3 carboxyl 2 pentenedioate 5 methyl ester C7H6O6,,,NA,NA
597,YER175C,K22438,trans-aconitate 3-methyltransferase ,2.1.1.145,2,ACON3MT,Trans aconitate 3 methyltransferase,acon_T_c,-1,Trans-Aconitate,0.053,,-194.27519,O=C([O-])/C=C(\CC(=O)[O-])C(=O)[O-]
598,YER175C,K22438,trans-aconitate 3-methyltransferase ,2.1.1.145,2,3IPM3MT,3 Isopropylmalate 3 methyltransferase,3ipmmest_c,1,3 isopropylmalate methyl ester C8H13O5,,,NA,CC(C)[C@H](C([O-])=O)[C@H](C(OC)=O)O
599,YER175C,K22438,trans-aconitate 3-methyltransferase ,2.1.1.145,2,3IPM3MT,3 Isopropylmalate 3 methyltransferase,3c2hmp_c,-1,3-Carboxy-2-hydroxy-4-methylpentanoate,0.127,,-98.297035,CC(C)[C@@H]([C@@H](O)C([O-])=O)C([O-])=O
600,YER183C,K01934,5-formyltetrahydrofolate cyclo-ligase ,6.3.3.2,6,FTHFCL,5 formethyltetrahydrofolate cyclo ligase,methf_c,1,"5,10-Methenyltetrahydrofolate",,,NA,NA
601,YER183C,K01934,5-formyltetrahydrofolate cyclo-ligase ,6.3.3.2,6,FTHFCL,5 formethyltetrahydrofolate cyclo ligase,5fthf_c,-1,5-Formyltetrahydrofolate,0.033,,45.13531,Nc1nc2c(c(=O)[nH]1)N(C=O)[C@@H](CNc1ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc1)CN2
