Unnamed: 0,Rule,K,Enzyme,EC Numbers,EC_Number_firstdigit,reac_id,reac_name,reac_meta_name,reac_meta_value,reac_meta_name_list,Km,Kcat,Gibbs,SMILES
533,YDR127W,K13830,pentafunctional AROM polypeptide ,4.2.3.4 4.2.1.10 1.1.1.25 2.7.1.71 2.5.1.19,4,DHQS,3-dehydroquinate synthase,3dhq_c,1,3-Dehydroquite,,,-122.361984,O[C@@H]1C[C@@](O)(CC(=O)[C@H]1O)C([O-])=O
535,YDR127W,K13830,pentafunctional AROM polypeptide ,4.2.3.4 4.2.1.10 1.1.1.25 2.7.1.71 2.5.1.19,4,DHQTi,"3-dehydroquinate dehydratase, irreversible",3dhq_c,-1,3-Dehydroquite,,,-122.361984,O[C@@H]1C[C@@](O)(CC(=O)[C@H]1O)C([O-])=O
536,YDR127W,K13830,pentafunctional AROM polypeptide ,4.2.3.4 4.2.1.10 1.1.1.25 2.7.1.71 2.5.1.19,4,DHQTi,"3-dehydroquinate dehydratase, irreversible",3dhsk_c,1,3-Dehydroshikimate,,,-106.394226,O[C@H]1C(=O)CC(CC1=O)C([O-])=O
540,YDR135C,K05665,"ATP-binding cassette, subfamily C (CFTR/MRP), member 1 ",7.6.2.3,7,GTHRDabcv,Reduced glutathione via ABC system  vacuolar ,gthrd_c,-1,Reduced glutathione,,,-56.924126,[NH3+][C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC([O-])=O)C([O-])=O
541,YDR135C,K05665,"ATP-binding cassette, subfamily C (CFTR/MRP), member 1 ",7.6.2.3,7,GTHRDabcv,Reduced glutathione via ABC system  vacuolar ,gthrd_v,1,Reduced glutathione,,,-56.924126,[NH3+][C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC([O-])=O)C([O-])=O
547,YDR147W,K00894,ethanolamine kinase ,2.7.1.82,2,ETHAK,Ethanolamine kinase,etha_c,-1,Ethanolamine,,,37.346912,[NH3+]CCO
548,YDR147W,K00894,ethanolamine kinase ,2.7.1.82,2,ETHAK,Ethanolamine kinase,ethamp_c,1,Ethanolamine phosphate C2H7NO4P,,,-185.42422,[NH3+]CCOP([O-])([O-])=O
551,YDR158W,K00133,aspartate-semialdehyde dehydrogenase ,1.2.1.11,1,ASAD,Aspartate-semialdehyde dehydrogenase,4pasp_c,1,4-Phospho-L-aspartate,0.16,,-304.6715,[NH3+][C@@H](CC(=O)OP([O-])([O-])=O)C([O-])=O
552,YDR158W,K00133,aspartate-semialdehyde dehydrogenase ,1.2.1.11,1,ASAD,Aspartate-semialdehyde dehydrogenase,aspsa_c,-1,L-Aspartate 4-semialdehyde,2.6,,-41.152164,[H]C(=O)C[C@H]([NH3+])C([O-])=O
560,YDR173C,K00915,inositol-polyphosphate multikinase ,2.7.1.140 2.7.1.151,2,MI1345PKn,Inositol 1 3 4 5 triphosphate 6 kinase  nucleus,mi13456p_n,1,1D myo Inositol 1 3 4 5 6 pentakisphosphate C6H7O21P5,,,-1241.7681,O=P([O-])([O-])O[C@H]1[C@@H](O)[C@@H](OP(=O)([O-])[O-])[C@H](OP(=O)([O-])[O-])[C@@H](OP(=O)([O-])[O-])[C@@H]1OP(=O)([O-])[O-]
561,YDR173C,K00915,inositol-polyphosphate multikinase ,2.7.1.140 2.7.1.151,2,MI1345PKn,Inositol 1 3 4 5 triphosphate 6 kinase  nucleus,mi1345p_n,-1,1D myo Inositol 1 3 4 5 tetrakisphosphate C6H8O18P4,,,-1007.7628,[C@@H]1(O)([C@@H](OP([O-])(=O)[O-])[C@H](OP(=O)([O-])[O-])[C@@H](OP(=O)([O-])[O-])[C@@H](O)[C@@H](OP([O-])([O-])=O)1)
565,YDR173C,K00915,inositol-polyphosphate multikinase ,2.7.1.140 2.7.1.151,2,MI1456PKn,Inositol 1 4 5 6  tetrakisphosphate 3 kinase  nucleus,mi13456p_n,1,1D myo Inositol 1 3 4 5 6 pentakisphosphate C6H7O21P5,,,-1241.7681,O=P([O-])([O-])O[C@H]1[C@@H](O)[C@@H](OP(=O)([O-])[O-])[C@H](OP(=O)([O-])[O-])[C@@H](OP(=O)([O-])[O-])[C@@H]1OP(=O)([O-])[O-]
566,YDR173C,K00915,inositol-polyphosphate multikinase ,2.7.1.140 2.7.1.151,2,MI1456PKn,Inositol 1 4 5 6  tetrakisphosphate 3 kinase  nucleus,mi1456p_n,-1,1D myo Inositol 1 4 5 6 tetrakisphosphate C6H8O18P4,,,-1007.7628,[C@@H]1(O)([C@@H](OP([O-])([O-])=O)[C@H](OP([O-])(=O)[O-])[C@@H](OP([O-])(=O)[O-])[C@H](OP(=O)([O-])[O-])[C@@H](O)1)
570,YDR173C,K00915,inositol-polyphosphate multikinase ,2.7.1.140 2.7.1.151,2,MI145P6Kn,Inositol 1 4 5 triphosphate 6 kinase  nucleus,mi1456p_n,1,1D myo Inositol 1 4 5 6 tetrakisphosphate C6H8O18P4,,,-1007.7628,[C@@H]1(O)([C@@H](OP([O-])([O-])=O)[C@H](OP([O-])(=O)[O-])[C@@H](OP([O-])(=O)[O-])[C@H](OP(=O)([O-])[O-])[C@@H](O)1)
571,YDR173C,K00915,inositol-polyphosphate multikinase ,2.7.1.140 2.7.1.151,2,MI145P6Kn,Inositol 1 4 5 triphosphate 6 kinase  nucleus,mi145p_n,-1,1D myo Inositol 1 4 5 trisphosphate C6H9O15P3,,,-776.2541,[C@@H]1(O)([C@@H](OP([O-])([O-])=O)[C@H](O)[C@@H](OP(=O)([O-])[O-])[C@H](OP(=O)([O-])[O-])[C@@H](O)1)
575,YDR173C,K00915,inositol-polyphosphate multikinase ,2.7.1.140 2.7.1.151,2,MI145PKn,Inositol 1 4 5 trisphosphate 3 kinase  nucleus,mi1345p_n,1,1D myo Inositol 1 3 4 5 tetrakisphosphate C6H8O18P4,,,-1007.7628,[C@@H]1(O)([C@@H](OP([O-])(=O)[O-])[C@H](OP(=O)([O-])[O-])[C@@H](OP(=O)([O-])[O-])[C@@H](O)[C@@H](OP([O-])([O-])=O)1)
576,YDR173C,K00915,inositol-polyphosphate multikinase ,2.7.1.140 2.7.1.151,2,MI145PKn,Inositol 1 4 5 trisphosphate 3 kinase  nucleus,mi145p_n,-1,1D myo Inositol 1 4 5 trisphosphate C6H9O15P3,,,-776.2541,[C@@H]1(O)([C@@H](OP([O-])([O-])=O)[C@H](O)[C@@H](OP(=O)([O-])[O-])[C@H](OP(=O)([O-])[O-])[C@@H](O)1)
589,YDR226W,K00939,adenylate kinase ,2.7.4.3,2,ADK4,Adentylate kinase (ITP),idp_c,1,IDP C10H11N4O11P2,,,-453.86523,O[C@@H]1[C@@H](COP([O-])(=O)OP([O-])([O-])=O)O[C@H]([C@@H]1O)n1cnc2c1nc[nH]c2=O
590,YDR226W,K00939,adenylate kinase ,2.7.4.3,2,ADK4,Adentylate kinase (ITP),itp_c,-1,ITP C10H11N4O14P3,,,-567.64966,O[C@@H]1[C@@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)O[C@H]([C@@H]1O)n1cnc2c1nc[nH]c2=O
591,YDR232W,K00643,5-aminolevulinate synthase ,2.3.1.37,2,ALASm,5 aminolevulinate synthase,5aop_m,1,5-Amino-4-oxopentanoate,,,-20.44991,[NH3+]CC(=O)CCC([O-])=O
592,YDR232W,K00643,5-aminolevulinate synthase ,2.3.1.37,2,ALASm,5 aminolevulinate synthase,co2_m,1,CO2 CO2,,,-92.26,O=C=O
593,YDR232W,K00643,5-aminolevulinate synthase ,2.3.1.37,2,ALASm,5 aminolevulinate synthase,coa_m,1,Coenzyme A,,,-493.56613,CC(C)(COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12)[C@@H](O)C(=O)NCCC(=O)NCCS
594,YDR232W,K00643,5-aminolevulinate synthase ,2.3.1.37,2,ALASm,5 aminolevulinate synthase,gly_m,-1,Glycine,3,,-37.2444,[NH3+]CC([O-])=O
596,YDR232W,K00643,5-aminolevulinate synthase ,2.3.1.37,2,ALASm,5 aminolevulinate synthase,succoa_m,-1,succinyl-CoA,0.002,,-575.61127,CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CCC(=O)[O-])COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
597,YDR234W,K01705,homoaconitate hydratase ,4.2.1.36,4,HACNHm,Homoacontinate hydratase  mitochondrial,b124tc_m,-1,But 1 ene 1 2 4 tricarboxylate C7H5O6,,,-172.11293,[O-]C(=O)CCC(=CC([O-])=O)C([O-])=O
599,YDR234W,K01705,homoaconitate hydratase ,4.2.1.36,4,HACNHm,Homoacontinate hydratase  mitochondrial,hicit_m,1,Homoisocitrate C7H7O7,,,-208.3107,O[C@H]([C@H](CCC([O-])=O)C([O-])=O)C([O-])=O
602,YDR242W,K01426,amidase ,3.5.1.4,3,AMID2,Amidase,nh4_c,1,Ammonium,,,11.853362,[H][N+]([H])([H])[H]
603,YDR242W,K01426,amidase ,3.5.1.4,3,AMID2,Amidase,pac_c,1,Phenylacetic acid,,,21.705782,[O-]C(=O)Cc1ccccc1
604,YDR242W,K01426,amidase ,3.5.1.4,3,AMID2,Amidase,pad_c,-1,2 Phenylacetamide C8H9NO,,,85.00009,NC(=O)Cc1ccccc1
606,YDR242W,K01426,amidase ,3.5.1.4,3,AMID3,Amidase,iad_c,-1,Indole 3 acetamide C10H10N2O,,,99.45221,NC(=O)Cc1c[nH]c2ccccc12
607,YDR242W,K01426,amidase ,3.5.1.4,3,AMID3,Amidase,ind3ac_c,1,Indole 3 acetate C10H8NO2,,,36.15791,[O-]C(=O)Cc1c[nH]c2ccccc12
608,YDR242W,K01426,amidase ,3.5.1.4,3,AMID3,Amidase,nh4_c,1,Ammonium,,,11.853362,[H][N+]([H])([H])[H]
609,YDR256C,K03781,catalase ,1.11.1.6,1,CATp,Catalase A  peroxisomal,h2o2_x,-2,Hydrogen peroxide,114.67,,-11.457759,[H]OO[H]
611,YDR256C,K03781,catalase ,1.11.1.6,1,CATp,Catalase A  peroxisomal,o2_x,1,O2 O2,,,3.92,O=O
614,YDR272W,K01069,hydroxyacylglutathione hydrolase ,3.1.2.6,3,GLYOX,Hydroxyacylglutathione hydrolase,gthrd_c,1,Reduced glutathione,0.0228,,-56.924126,[NH3+][C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC([O-])=O)C([O-])=O
617,YDR272W,K01069,hydroxyacylglutathione hydrolase ,3.1.2.6,3,GLYOX,Hydroxyacylglutathione hydrolase,lac__D_c,1,D-Lactate,,,-72.12645,C[C@@H](O)C([O-])=O
618,YDR272W,K01069,hydroxyacylglutathione hydrolase ,3.1.2.6,3,GLYOX,Hydroxyacylglutathione hydrolase,lgt__S_c,-1,(R)-S-Lactoylglutathione,0.0921,,-86.099655,C[C@@H](O)C(=O)SC[C@H](NC(=O)CC[C@H]([NH3+])C([O-])=O)C(=O)NCC([O-])=O
621,YDR297W,K04713,sphinganine C4-monooxygenase ,1.14.18.5,1,CERH124_copy1,Ceramide 1 hydroxylase  24C ,cer1_24_c,-1,Ceramide 1  Sphinganinen C240  C42H85NO3,,,820.64526,CCCCCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO)[C@H](O)CCCCCCCCCCCCCCC
622,YDR297W,K04713,sphinganine C4-monooxygenase ,1.14.18.5,1,CERH124_copy1,Ceramide 1 hydroxylase  24C ,cer2_24_c,1,Ceramide 2  Phytosphingosinen C240  C42H85NO4,,,782.6053,CCCCCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO)[C@@H]([C@H](O)CCCCCCCCCCCCCC)O
628,YDR297W,K04713,sphinganine C4-monooxygenase ,1.14.18.5,1,CERH126_copy1,Ceramide 1 hydroxylase  26C ,cer1_26_c,-1,Ceramide 1  Sphinganinen C260  C44H89NO3,,,864.96967,CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO)[C@H](O)CCCCCCCCCCCCCCC
629,YDR297W,K04713,sphinganine C4-monooxygenase ,1.14.18.5,1,CERH126_copy1,Ceramide 1 hydroxylase  26C ,cer2_26_c,1,Ceramide 2  Phytosphingosinen C260  C44H89NO4,,,826.9297,CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO)[C@@H]([C@H](O)CCCCCCCCCCCCCC)O
638,YDR300C,K00931,glutamate 5-kinase ,2.7.2.11,2,GLU5K,Glutamate 5-kinase,glu5p_c,1,L-Glutamate 5-phosphate,,,-282.50925,[NH3+][C@@H](CCC(=O)OP([O-])([O-])=O)C([O-])=O
639,YDR300C,K00931,glutamate 5-kinase ,2.7.2.11,2,GLU5K,Glutamate 5-kinase,glu__L_c,-1,L-Glutamate,,,-82.27311,[NH3+][C@@H](CCC([O-])=O)C([O-])=O
641,YDR305C,K01522,bis(5'-adenosyl)-triphosphatase ,3.6.1.29,3,AP4AH,Ap4A hydrolase,ap4a_c,-1,"P1,P4-Bis(5'-adenosyl) tetraphosphate",,,-638.3041,C(OP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OC[C@H]3(O[C@@H](N1(C2(\C(\N=C/1)=C(N)/N=C\N=2)))[C@H](O)[C@H](O)3))[C@H]6(O[C@@H](N4(C5(\C(\N=C/4)=C(N)/N=C\N=5)))[C@H](O)[C@H](O)6)
647,YDR315C,K19786,inositol-pentakisphosphate 2-kinase ,2.7.1.158,2,MI13456PKn,Inositol 1 3 4 5 6 pentakisphosphate 2 kinase  nuclear,mi13456p_n,-1,1D myo Inositol 1 3 4 5 6 pentakisphosphate C6H7O21P5,0.000644,,-1241.7681,O=P([O-])([O-])O[C@H]1[C@@H](O)[C@@H](OP(=O)([O-])[O-])[C@H](OP(=O)([O-])[O-])[C@@H](OP(=O)([O-])[O-])[C@@H]1OP(=O)([O-])[O-]
648,YDR315C,K19786,inositol-pentakisphosphate 2-kinase ,2.7.1.158,2,MI13456PKn,Inositol 1 3 4 5 6 pentakisphosphate 2 kinase  nuclear,minohp_n,1,Myo-Inositol hexakisphosphate,,,-1478.2699,[O-]P([O-])(=O)O[C@H]1[C@H](OP([O-])([O-])=O)[C@@H](OP([O-])([O-])=O)[C@H](OP([O-])([O-])=O)[C@H](OP([O-])([O-])=O)[C@@H]1OP([O-])([O-])=O
649,YDR321W,K01424,L-asparaginase ,3.5.1.1,3,ASNN,L-asparaginase,asn__L_c,-1,L-Asparagine,0.32175,523,-43.53103,NC(=O)C[C@H]([NH3+])C([O-])=O
650,YDR321W,K01424,L-asparaginase ,3.5.1.1,3,ASNN,L-asparaginase,asp__L_c,1,L-Aspartate,,,-105.78535,[NH3+][C@@H](CC([O-])=O)C([O-])=O
652,YDR321W,K01424,L-asparaginase ,3.5.1.1,3,ASNN,L-asparaginase,nh4_c,1,Ammonium,,,11.853362,[H][N+]([H])([H])[H]
654,YDR341C,K01887,arginyl-tRNA synthetase ,6.1.1.19,6,ARGTRS,Arginyl-tRNA synthetase,arg__L_c,-1,L-Arginine,0.0165,1.925,79.88474,NC(=[NH2+])NCCC[C@H]([NH3+])C([O-])=O
655,YDR341C,K01887,arginyl-tRNA synthetase ,6.1.1.19,6,ARGTRS,Arginyl-tRNA synthetase,argtrna_c,1,,,,NA,NA
658,YDR341C,K01887,arginyl-tRNA synthetase ,6.1.1.19,6,ARGTRS,Arginyl-tRNA synthetase,trnaarg_c,-1,,,,NA,NA
663,YDR354W,K00766,anthranilate phosphoribosyltransferase ,2.4.2.18,2,ANPRT,Anthranilate phosphoribosyltransferase,anth_c,-1,Anthranilate,0.0016,2.9,12.324662,Nc1ccccc1C([O-])=O
665,YDR354W,K00766,anthranilate phosphoribosyltransferase ,2.4.2.18,2,ANPRT,Anthranilate phosphoribosyltransferase,pran_c,1,N-(5-Phospho-D-ribosyl)anthranilate,,,-262.43396,O[C@H]1[C@@H](O)[C@H](Nc2ccccc2C([O-])=O)O[C@@H]1COP([O-])([O-])=O
666,YDR354W,K00766,anthranilate phosphoribosyltransferase ,2.4.2.18,2,ANPRT,Anthranilate phosphoribosyltransferase,prpp_c,-1,5-Phospho-alpha-D-ribose 1-diphosphate,0.0224,,-740.25256,O[C@H]1[C@@H](O)[C@@H](OP([O-])(=O)OP([O-])([O-])=O)O[C@@H]1COP([O-])([O-])=O
671,YDR384C,K07034,uncharacterized protein ,,,NH4ti,Ammonia transport  efflux  cytosol to extracellular ,nh4_c,-1,Ammonium,,,11.853362,[H][N+]([H])([H])[H]
672,YDR384C,K07034,uncharacterized protein ,,,NH4ti,Ammonia transport  efflux  cytosol to extracellular ,nh4_e,1,Ammonium,,,11.853362,[H][N+]([H])([H])[H]
674,YDR399W,K19836,hypoxanthine phosphoribosyltransferase ,2.4.2.8,2,GUAPRT,Guanine phosphoribosyltransferase,gua_c,-1,Guanine,0.018,,36.0766,Nc1nc2[nH]cnc2c(=O)[nH]1
676,YDR399W,K19836,hypoxanthine phosphoribosyltransferase ,2.4.2.8,2,GUAPRT,Guanine phosphoribosyltransferase,prpp_c,-1,5-Phospho-alpha-D-ribose 1-diphosphate,0.05,,-740.25256,O[C@H]1[C@@H](O)[C@@H](OP([O-])(=O)OP([O-])([O-])=O)O[C@@H]1COP([O-])([O-])=O
677,YDR399W,K19836,hypoxanthine phosphoribosyltransferase ,2.4.2.8,2,HXPRT,Hypoxanthine phosphoribosyltransferase (Hypoxanthine),hxan_c,-1,Hypoxanthine,0.017,,62.48449,O=c1[nH]cnc2[nH]cnc12
678,YDR399W,K19836,hypoxanthine phosphoribosyltransferase ,2.4.2.8,2,HXPRT,Hypoxanthine phosphoribosyltransferase (Hypoxanthine),imp_c,1,IMP C10H11N4O8P,,,-244.30493,O[C@@H]1[C@@H](COP([O-])([O-])=O)O[C@H]([C@@H]1O)n1cnc2c1nc[nH]c2=O
680,YDR399W,K19836,hypoxanthine phosphoribosyltransferase ,2.4.2.8,2,HXPRT,Hypoxanthine phosphoribosyltransferase (Hypoxanthine),prpp_c,-1,5-Phospho-alpha-D-ribose 1-diphosphate,0.05,,-740.25256,O[C@H]1[C@@H](O)[C@@H](OP([O-])(=O)OP([O-])([O-])=O)O[C@@H]1COP([O-])([O-])=O
681,YDR400W,K01240,uridine nucleosidase ,3.2.2.3,3,ADNUC,Adenosine hydrolase,ade_c,1,Adenine,,,125.6056,Nc1ncnc2nc[nH]c12
682,YDR400W,K01240,uridine nucleosidase ,3.2.2.3,3,ADNUC,Adenosine hydrolase,adn_c,-1,Adenosine,,,87.03457,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
684,YDR400W,K01240,uridine nucleosidase ,3.2.2.3,3,ADNUC,Adenosine hydrolase,rib__D_c,1,D-Ribose,,,-76.8288,C(=O)[C@H](O)[C@H](O)[C@H](O)CO
685,YDR400W,K01240,uridine nucleosidase ,3.2.2.3,3,GNNUC,Ribosylpyrimidine nucleosidase,gsn_c,-1,Guanosine,,,-5.9544377,Nc1nc2n(cnc2c(=O)[nH]1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
686,YDR400W,K01240,uridine nucleosidase ,3.2.2.3,3,GNNUC,Ribosylpyrimidine nucleosidase,gua_c,1,Guanine,,,36.0766,Nc1nc2[nH]cnc2c(=O)[nH]1
688,YDR400W,K01240,uridine nucleosidase ,3.2.2.3,3,GNNUC,Ribosylpyrimidine nucleosidase,rib__D_c,1,D-Ribose,,,-76.8288,C(=O)[C@H](O)[C@H](O)[C@H](O)CO
691,YDR408C,K00601,phosphoribosylglycinamide formyltransferase ,2.1.2.2,2,GARFT,Phosphoribosylglycinamide formyltransferase,10fthf_c,-1,10-Formyltetrahydrofolate,,,18.715298,[H]C(=O)N(C[C@H]1CNc2[nH]c(N)nc(=O)c2N1)c1ccc(cc1)C(=O)N[C@@H](CCC([O-])=O)C([O-])=O
692,YDR408C,K00601,phosphoribosylglycinamide formyltransferase ,2.1.2.2,2,GARFT,Phosphoribosylglycinamide formyltransferase,fgam_c,1,N2-Formyl-N1-(5-phospho-D-ribosyl)glycimide,,,-285.1237,O[C@H]1[C@@H](O)C(NC(=O)CNC=O)O[C@@H]1COP([O-])([O-])=O
693,YDR408C,K00601,phosphoribosylglycinamide formyltransferase ,2.1.2.2,2,GARFT,Phosphoribosylglycinamide formyltransferase,gar_c,-1,N1-(5-Phospho-D-ribosyl)glycimide,,,-245.9664,[NH3+]CC(=O)NC1O[C@H](COP([O-])([O-])=O)[C@@H](O)[C@H]1O
695,YDR408C,K00601,phosphoribosylglycinamide formyltransferase ,2.1.2.2,2,GARFT,Phosphoribosylglycinamide formyltransferase,thf_c,1,"5,6,7,8-tetrahydrofolate	",,,73.9153,C(NC1(\C=C/C(/C(=O)N[C@H](C(=O)[O-])CCC([O-])=O)=C\C=1))[C@H]2(CNC3(/N=C(N)\NC(=O)C(/N2)=3))
700,YDR454C,K00942,guanylate kinase ,2.7.4.8,2,DGK1,Deoxyguanylate kinase (dGMP:ATP),dgdp_c,1,DGDP C10H12N5O10P2,,,-399.69406,Nc1nc2n(cnc2c(=O)[nH]1)[C@H]1C[C@H](O)[C@@H](COP([O-])(=O)OP([O-])([O-])=O)O1
701,YDR454C,K00942,guanylate kinase ,2.7.4.8,2,DGK1,Deoxyguanylate kinase (dGMP:ATP),dgmp_c,-1,DGMP C10H12N5O7P,0.38,51,-190.1338,Nc1nc2n(cnc2c(=O)[nH]1)[C@H]1C[C@H](O)[C@@H](COP([O-])([O-])=O)O1
706,YDR454C,K00942,guanylate kinase ,2.7.4.8,2,GK2,Guanylate kinase  GMPdATP ,dadp_c,1,DADP C10H12N5O9P2,,,-350.8241,Nc1ncnc2n(cnc12)[C@H]1C[C@H](O)[C@@H](COP([O-])(=O)OP([O-])([O-])=O)O1
707,YDR454C,K00942,guanylate kinase ,2.7.4.8,2,GK2,Guanylate kinase  GMPdATP ,datp_c,-1,DATP C10H12N5O12P3,,,-464.60852,Nc1ncnc2n(cnc12)[C@H]1C[C@H](O)[C@@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)O1
710,YDR481C,K01077,alkaline phosphatase ,3.1.3.1,3,AKP1,Alkaline phosphatase  Dihydroneopterin ,ahdt_c,-1,"2-Amino-4-hydroxy-6-(erythro-1,2,3-trihydroxypropyl)dihydropteridine triphosphate",,,-528.04956,Nc1nc2c(c(=O)[nH]1)N=C([C@H](O)[C@H](O)COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])CN2
711,YDR481C,K01077,alkaline phosphatase ,3.1.3.1,3,AKP1,Alkaline phosphatase  Dihydroneopterin ,dhnpt_c,1,Dihydroneopterin,,,19.314562,Nc1nc(=O)c2NC(CNc2[nH]1)[C@H](O)C(=O)CO
716,YDR487C,K02858,"3,4-dihydroxy 2-butanone 4-phosphate synthase ",4.1.99.12,4,DB4PS,"3,4-Dihydroxy-2-butanone-4-phosphate synthase",db4p_c,1,"3,4-dihydroxy-2-butanone 4-phosphate",,,-250.2004,CC(=O)C(O)COP(=O)(O)O
717,YDR487C,K02858,"3,4-dihydroxy 2-butanone 4-phosphate synthase ",4.1.99.12,4,DB4PS,"3,4-Dihydroxy-2-butanone-4-phosphate synthase",for_c,1,Formate,,,-73.93095,[H]C([O-])=O
719,YDR487C,K02858,"3,4-dihydroxy 2-butanone 4-phosphate synthase ",4.1.99.12,4,DB4PS,"3,4-Dihydroxy-2-butanone-4-phosphate synthase",ru5p__D_c,-1,"D-ribulose 5-phosphate	",,,-302.30817,C([C@H]([C@H](C(CO)=O)O)O)OP([O-])([O-])=O
727,YDR530C,K00988,sulfate adenylyltransferase (ADP) / ATP adenylyltransferase ,2.7.7.5 2.7.7.53,2,ATPATF1,ATP adenylyltransferase,ap4a_c,1,"P1,P4-Bis(5'-adenosyl) tetraphosphate",0.06,,-638.3041,C(OP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OC[C@H]3(O[C@@H](N1(C2(\C(\N=C/1)=C(N)/N=C\N=2)))[C@H](O)[C@H](O)3))[C@H]6(O[C@@H](N4(C5(\C(\N=C/4)=C(N)/N=C\N=5)))[C@H](O)[C@H](O)6)
733,YEL011W,K00700,"1,4-alpha-glucan branching enzyme ",2.4.1.18,2,GBEZ,1 4 alpha glucan branching enzyme,14glun_c,-1, 1 4 alpha D Glucosyl n C6H12O6,,,NA,NA
734,YEL011W,K00700,"1,4-alpha-glucan branching enzyme ",2.4.1.18,2,GBEZ,1 4 alpha glucan branching enzyme,glycogen_c,1,Glycogen C6H10O5,,,NA,NA
738,YEL021W,K01591,orotidine-5'-phosphate decarboxylase ,4.1.1.23,4,OMPDC,Orotidine-5'-phosphate decarboxylase,orot5p_c,-1,Orotidine 5'-phosphate,0.0014,22,-389.50732,O[C@H]1[C@@H](O)[C@@H](O[C@@H]1COP([O-])([O-])=O)n1c(cc(=O)[nH]c1=O)C([O-])=O
745,YEL042W,K01526,guanosine-diphosphatase ,3.6.1.42,3,NDP3g,Nucleoside diphosphatase  GDP   Golgi,gdp_g,-1,GDP C10H12N5O11P2,0.1,3830,-439.5341,Nc1nc2n(cnc2c(=O)[nH]1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O
746,YEL042W,K01526,guanosine-diphosphatase ,3.6.1.42,3,NDP3g,Nucleoside diphosphatase  GDP   Golgi,gmp_g,1,GMP C10H12N5O8P,,,-229.97382,Nc1nc2n(cnc2c(=O)[nH]1)[C@@H]1O[C@H](COP([O-])([O-])=O)[C@@H](O)[C@H]1O
751,YEL047C,K18561,FAD-dependent fumarate reductase ,1.3.8.-,1,FRDcm,Fumarate reductase  cytosolicmitochondrial,fad_m,1,Flavin adenine dinucleotide oxidized,,,-327.42395,Cc1cc2nc3c(nc(=O)[n-]c3=O)n(C[C@H](O)[C@H](O)[C@H](O)COP([O-])(=O)OP([O-])(=O)OC[C@H]3O[C@H]([C@H](O)[C@@H]3O)n3cnc4c(N)ncnc34)c2cc1C
752,YEL047C,K18561,FAD-dependent fumarate reductase ,1.3.8.-,1,FRDcm,Fumarate reductase  cytosolicmitochondrial,fadh2_m,-1,Flavin adenine dinucleotide reduced,,,-287.55032,Cc1cc2Nc3c([nH]c(=O)[nH]c3=O)N(C[C@H](O)[C@H](O)[C@H](O)COP([O-])(=O)OP([O-])(=O)OC[C@H]3O[C@H]([C@H](O)[C@@H]3O)n3cnc4c(N)ncnc34)c2cc1C
753,YEL047C,K18561,FAD-dependent fumarate reductase ,1.3.8.-,1,FRDcm,Fumarate reductase  cytosolicmitochondrial,fum_c,-1,Fumarate,,,-124.406006,[O-]C(=O)C=CC([O-])=O
754,YEL047C,K18561,FAD-dependent fumarate reductase ,1.3.8.-,1,FRDcm,Fumarate reductase  cytosolicmitochondrial,succ_c,1,Succinate,,,"	-125.16375",C(C([O-])=O)CC([O-])=O
756,YEL058W,K01836,phosphoacetylglucosamine mutase ,5.4.2.3,5,ACGAMPM,Phosphoacetylglucosamine mutase,acgam1p_c,1,N-Acetyl-D-glucosamine 1-phosphate,,,-282.58258,CC(=O)N[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)OC1OP([O-])([O-])=O
757,YEL058W,K01836,phosphoacetylglucosamine mutase ,5.4.2.3,5,ACGAMPM,Phosphoacetylglucosamine mutase,acgam6p_c,-1,N-Acetyl-D-glucosamine 6-phosphate,,,-282.58258,CC(=O)N[C@H]1C(O)O[C@H](COP([O-])([O-])=O)[C@@H](O)[C@@H]1O
