,BSU,K,Enzyme,EC Numbers,EC_Number_firstdigit,reac_id,reac_name,reac_meta_name,reac_meta_value,compound,smiles,Gibbs,kcat,km
1881,BSU27330,K00876,uridine kinase ,2.7.1.48,2,ITCY,ITP:cytidine 5'-phosphotransferase,itp_c,-1.0,C00081,O[C@@H]1[C@@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)O[C@H]([C@@H]1O)n1cnc2c1nc[nH]c2=O,-567.64966,,
1886,BSU27600,K01139,"GTP diphosphokinase / guanosine-3',5'-bis(diphosphate) 3'-diphosphatase ",2.7.6.5 3.1.7.2,2,GTPDPK,GTP diphosphokinase,amp_c,1.0,C00020,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])([O-])=O)[C@@H](O)[C@H]1O,-135.89479,,
1887,BSU27600,K01139,"GTP diphosphokinase / guanosine-3',5'-bis(diphosphate) 3'-diphosphatase ",2.7.6.5 3.1.7.2,2,GTPDPK,GTP diphosphokinase,atp_c,-1.0,C00002,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O,-553.6995,,
1888,BSU27600,K01139,"GTP diphosphokinase / guanosine-3',5'-bis(diphosphate) 3'-diphosphatase ",2.7.6.5 3.1.7.2,2,GTPDPK,GTP diphosphokinase,gdptp_c,1.0,C04494,Nc1nc2n(cnc2c(=O)[nH]1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](OP([O-])(=O)OP(O)([O-])=O)[C@H]1O,-980.05975,,
1889,BSU27600,K01139,"GTP diphosphokinase / guanosine-3',5'-bis(diphosphate) 3'-diphosphatase ",2.7.6.5 3.1.7.2,2,GTPDPK,GTP diphosphokinase,gtp_c,-1.0,C00044,Nc1nc2n(cnc2c(=O)[nH]1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O,-553.3185,,
1890,BSU27600,K01139,"GTP diphosphokinase / guanosine-3',5'-bis(diphosphate) 3'-diphosphatase ",2.7.6.5 3.1.7.2,2,GTPDPK,GTP diphosphokinase,h_c,1.0,C00080,[H+],0.42906138,,
1891,BSU27610,K00759,adenine phosphoribosyltransferase ,2.4.2.7,2,ADPT,Adenine phosphoribosyltransferase,ade_c,-1.0,C00147,Nc1ncnc2[nH]cnc12,125.6056,,
1892,BSU27610,K00759,adenine phosphoribosyltransferase ,2.4.2.7,2,ADPT,Adenine phosphoribosyltransferase,amp_c,1.0,C00020,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])([O-])=O)[C@@H](O)[C@H]1O,-135.89479,,
1893,BSU27610,K00759,adenine phosphoribosyltransferase ,2.4.2.7,2,ADPT,Adenine phosphoribosyltransferase,ppi_c,1.0,C00013,OP([O-])(=O)OP([O-])([O-])=O,-473.4674,,
1894,BSU27610,K00759,adenine phosphoribosyltransferase ,2.4.2.7,2,ADPT,Adenine phosphoribosyltransferase,prpp_c,-1.0,C00119,O[C@H]1[C@@H](O)[C@@H](OP([O-])(=O)OP([O-])([O-])=O)O[C@@H]1COP([O-])([O-])=O,-740.25256,,
1896,BSU27850,K03517,quinolinate synthase ,2.5.1.72,2,QULNS,Quinolinate synthase,dhap_c,-1.0,C00111,OCC(=O)COP([O-])([O-])=O,-267.48264,,0.36
1897,BSU27850,K03517,quinolinate synthase ,2.5.1.72,2,QULNS,Quinolinate synthase,h2o_c,2.0,C00001,[H]O[H],-36.144756,,0.36
1898,BSU27850,K03517,quinolinate synthase ,2.5.1.72,2,QULNS,Quinolinate synthase,iasp_c,-1.0,C05840,[O-]C(=O)CC(=[NH2+])C([O-])=O,-144.0349,,0.36
1899,BSU27850,K03517,quinolinate synthase ,2.5.1.72,2,QULNS,Quinolinate synthase,pi_c,1.0,C00009,OP([O-])([O-])=O,-223.18665,,0.36
1900,BSU27850,K03517,quinolinate synthase ,2.5.1.72,2,QULNS,Quinolinate synthase,quln_c,1.0,C03722,[O-]C(=O)c1cccnc1C([O-])=O,-110.29488,,0.36
1901,BSU27860,K00767,nicotinate-nucleotide pyrophosphorylase (carboxylating) ,2.4.2.19,2,NNDPR,Nicotinate-nucleotide diphosphorylase (carboxylating),co2_c,1.0,C00011,O=C=O,-92.26,,
1902,BSU27860,K00767,nicotinate-nucleotide pyrophosphorylase (carboxylating) ,2.4.2.19,2,NNDPR,Nicotinate-nucleotide diphosphorylase (carboxylating),h_c,-2.0,C00080,[H+],0.42906138,,
1903,BSU27860,K00767,nicotinate-nucleotide pyrophosphorylase (carboxylating) ,2.4.2.19,2,NNDPR,Nicotinate-nucleotide diphosphorylase (carboxylating),nicrnt_c,1.0,C01185,O[C@H]1[C@@H](O)[C@@H](O[C@@H]1COP([O-])([O-])=O)[n+]1cccc(c1)C([O-])=O,-268.44482,,
1904,BSU27860,K00767,nicotinate-nucleotide pyrophosphorylase (carboxylating) ,2.4.2.19,2,NNDPR,Nicotinate-nucleotide diphosphorylase (carboxylating),ppi_c,1.0,C00013,OP([O-])(=O)OP([O-])([O-])=O,-473.4674,,
1905,BSU27860,K00767,nicotinate-nucleotide pyrophosphorylase (carboxylating) ,2.4.2.19,2,NNDPR,Nicotinate-nucleotide diphosphorylase (carboxylating),prpp_c,-1.0,C00119,O[C@H]1[C@@H](O)[C@@H](OP([O-])(=O)OP([O-])([O-])=O)O[C@@H]1COP([O-])([O-])=O,-740.25256,,
1906,BSU27860,K00767,nicotinate-nucleotide pyrophosphorylase (carboxylating) ,2.4.2.19,2,NNDPR,Nicotinate-nucleotide diphosphorylase (carboxylating),quln_c,-1.0,C03722,[O-]C(=O)c1cccnc1C([O-])=O,-110.29488,,
1907,BSU27870,K00278,L-aspartate oxidase ,1.4.3.16,1,ASPO6,L-aspartate oxidase,asp__L_c,-1.0,C00049,[NH3+][C@@H](CC([O-])=O)C([O-])=O,-105.78535,0.18,1
1908,BSU27870,K00278,L-aspartate oxidase ,1.4.3.16,1,ASPO6,L-aspartate oxidase,h2o2_c,1.0,C00027,[H]OO[H],-11.457759,0.18,1
1909,BSU27870,K00278,L-aspartate oxidase ,1.4.3.16,1,ASPO6,L-aspartate oxidase,h_c,1.0,C00080,[H+],0.42906138,0.18,1
1910,BSU27870,K00278,L-aspartate oxidase ,1.4.3.16,1,ASPO6,L-aspartate oxidase,iasp_c,1.0,C05840,[O-]C(=O)CC(=[NH2+])C([O-])=O,-144.0349,0.18,1
1911,BSU27870,K00278,L-aspartate oxidase ,1.4.3.16,1,ASPO6,L-aspartate oxidase,o2_c,-1.0,C00007,O=O,3.92,0.18,1
1912,BSU27870,K00278,L-aspartate oxidase ,1.4.3.16,1,ASPO1,L-aspartate oxidase,asp__L_c,-1.0,C00049,[NH3+][C@@H](CC([O-])=O)C([O-])=O,-105.78535,0.18,1
1913,BSU27870,K00278,L-aspartate oxidase ,1.4.3.16,1,ASPO1,L-aspartate oxidase,h2o2_c,1.0,C00027,[H]OO[H],-11.457759,0.18,1
1914,BSU27870,K00278,L-aspartate oxidase ,1.4.3.16,1,ASPO1,L-aspartate oxidase,h2o_c,-1.0,C00001,[H]O[H],-36.144756,0.18,1
1915,BSU27870,K00278,L-aspartate oxidase ,1.4.3.16,1,ASPO1,L-aspartate oxidase,nh4_c,1.0,C00014,[H][N+]([H])([H])[H],11.853362,0.18,1
1916,BSU27870,K00278,L-aspartate oxidase ,1.4.3.16,1,ASPO1,L-aspartate oxidase,o2_c,-1.0,C00007,O=O,3.92,0.18,1
1917,BSU27870,K00278,L-aspartate oxidase ,1.4.3.16,1,ASPO1,L-aspartate oxidase,oaa_c,1.0,C00036,[O-]C(=O)CC(=O)C([O-])=O,-170.30602,0.18,1
1918,BSU27900,K04518,prephenate dehydratase ,4.2.1.51,4,PPNDH,Prephenate dehydratase,co2_c,1.0,C00011,O=C=O,-92.26,,
1919,BSU27900,K04518,prephenate dehydratase ,4.2.1.51,4,PPNDH,Prephenate dehydratase,h2o_c,1.0,C00001,[H]O[H],-36.144756,,
1920,BSU27900,K04518,prephenate dehydratase ,4.2.1.51,4,PPNDH,Prephenate dehydratase,h_c,-1.0,C00080,[H+],0.42906138,,
1921,BSU27900,K04518,prephenate dehydratase ,4.2.1.51,4,PPNDH,Prephenate dehydratase,phpyr_c,1.0,C00166,[O-]C(=O)C(=O)Cc1ccccc1,-4.2342157,,
1922,BSU27900,K04518,prephenate dehydratase ,4.2.1.51,4,PPNDH,Prephenate dehydratase,pphn_c,-1.0,C00254,[H][C@]1(O)C=C[C@](CC(=O)C([O-])=O)(C=C1)C([O-])=O,-105.24928,,
1924,BSU28080,K11754,dihydrofolate synthase / folylpolyglutamate synthase ,6.3.2.12 6.3.2.17,6,DHFS,Dihydrofolate synthase,adp_c,1.0,C00008,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O,-344.92508,,
1925,BSU28080,K11754,dihydrofolate synthase / folylpolyglutamate synthase ,6.3.2.12 6.3.2.17,6,DHFS,Dihydrofolate synthase,atp_c,-1.0,C00002,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O,-553.6995,,
1926,BSU28080,K11754,dihydrofolate synthase / folylpolyglutamate synthase ,6.3.2.12 6.3.2.17,6,DHFS,Dihydrofolate synthase,dhf_c,1.0,C00415,Nc1nc2c(c(=O)[nH]1)N=C(CNc1ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc1)CN2,46.523045,,
1927,BSU28080,K11754,dihydrofolate synthase / folylpolyglutamate synthase ,6.3.2.12 6.3.2.17,6,DHFS,Dihydrofolate synthase,dhpt_c,-1.0,C00921,Nc1nc2NCC(CNc3ccc(cc3)C([O-])=O)=Nc2c(=O)[nH]1,92.81251,,
1928,BSU28080,K11754,dihydrofolate synthase / folylpolyglutamate synthase ,6.3.2.12 6.3.2.17,6,DHFS,Dihydrofolate synthase,glu__L_c,-1.0,C00025,[NH3+][C@@H](CCC([O-])=O)C([O-])=O,-82.27311,,
1929,BSU28080,K11754,dihydrofolate synthase / folylpolyglutamate synthase ,6.3.2.12 6.3.2.17,6,DHFS,Dihydrofolate synthase,h_c,1.0,C00080,[H+],0.42906138,,
1930,BSU28080,K11754,dihydrofolate synthase / folylpolyglutamate synthase ,6.3.2.12 6.3.2.17,6,DHFS,Dihydrofolate synthase,pi_c,1.0,C00009,OP([O-])([O-])=O,-223.18665,,
1932,BSU28130,K01698,porphobilinogen synthase ,4.2.1.24,4,PPBNGS,Porphobilinogen synthase,5aop_c,-2.0,C00430,[NH3+]CC(=O)CCC([O-])=O,-20.44991,,
1933,BSU28130,K01698,porphobilinogen synthase ,4.2.1.24,4,PPBNGS,Porphobilinogen synthase,h2o_c,2.0,C00001,[H]O[H],-36.144756,,
1934,BSU28130,K01698,porphobilinogen synthase ,4.2.1.24,4,PPBNGS,Porphobilinogen synthase,h_c,1.0,C00080,[H+],0.42906138,,
1935,BSU28130,K01698,porphobilinogen synthase ,4.2.1.24,4,PPBNGS,Porphobilinogen synthase,ppbng_c,1.0,C00931,[NH3+]Cc1[nH]cc(CCC([O-])=O)c1CC([O-])=O,-2.747508,,
1936,BSU28140,K01719,uroporphyrinogen-III synthase ,4.2.1.75,4,UPP3S,Uroporphyrinogen-III synthase,h2o_c,1.0,C00001,[H]O[H],-36.144756,4.6,0.00033
1937,BSU28140,K01719,uroporphyrinogen-III synthase ,4.2.1.75,4,UPP3S,Uroporphyrinogen-III synthase,hmbil_c,-1.0,C01024,OCc1[nH]c(Cc2[nH]c(Cc3[nH]c(Cc4[nH]cc(CCC([O-])=O)c4CC([O-])=O)c(CCC([O-])=O)c3CC([O-])=O)c(CCC([O-])=O)c2CC([O-])=O)c(CCC([O-])=O)c1CC([O-])=O,-183.94928,4.6,0.00033
1938,BSU28140,K01719,uroporphyrinogen-III synthase ,4.2.1.75,4,UPP3S,Uroporphyrinogen-III synthase,uppg3_c,1.0,C01051,[O-]C(=O)CCc1c2Cc3[nH]c(Cc4[nH]c(Cc5[nH]c(Cc([nH]2)c1CC([O-])=O)c(CCC([O-])=O)c5CC([O-])=O)c(CCC([O-])=O)c4CC([O-])=O)c(CC([O-])=O)c3CCC([O-])=O,-160.97144,4.6,0.00033
1939,BSU28150,K01749,hydroxymethylbilane synthase ,2.5.1.61,2,HMBS,Hydroxymethylbilane synthase,h2o_c,-1.0,C00001,[H]O[H],-36.144756,,
1940,BSU28150,K01749,hydroxymethylbilane synthase ,2.5.1.61,2,HMBS,Hydroxymethylbilane synthase,hmbil_c,1.0,C01024,OCc1[nH]c(Cc2[nH]c(Cc3[nH]c(Cc4[nH]cc(CCC([O-])=O)c4CC([O-])=O)c(CCC([O-])=O)c3CC([O-])=O)c(CCC([O-])=O)c2CC([O-])=O)c(CCC([O-])=O)c1CC([O-])=O,-183.94928,,
1941,BSU28150,K01749,hydroxymethylbilane synthase ,2.5.1.61,2,HMBS,Hydroxymethylbilane synthase,nh4_c,4.0,C00014,[H][N+]([H])([H])[H],11.853362,,
1942,BSU28150,K01749,hydroxymethylbilane synthase ,2.5.1.61,2,HMBS,Hydroxymethylbilane synthase,ppbng_c,-4.0,C00931,[NH3+]Cc1[nH]cc(CCC([O-])=O)c1CC([O-])=O,-2.747508,,
1943,BSU28170,K02492,glutamyl-tRNA reductase ,1.2.1.70,1,GLUTRR,Glutamyl-tRNA reductase,glu1sa_c,1.0,C03741,[H]C(=O)[C@@H]([NH3+])CCC([O-])=O,-18.989908,,
1944,BSU28170,K02492,glutamyl-tRNA reductase ,1.2.1.70,1,GLUTRR,Glutamyl-tRNA reductase,glutrna_c,-1.0,C02987,[*][C@@H]1O[C@H](CO)[C@@H](OP(=O)(O)OC[C@H]2O[C@@H]([*])[C@H](O)[C@@H]2OP(=O)(O)OC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](OC(=O)[C@@H](N)CCC(=O)O)[C@@H]2O)[C@H]1O,NA,,
1945,BSU28170,K02492,glutamyl-tRNA reductase ,1.2.1.70,1,GLUTRR,Glutamyl-tRNA reductase,h_c,-1.0,C00080,[H+],0.42906138,,
1946,BSU28170,K02492,glutamyl-tRNA reductase ,1.2.1.70,1,GLUTRR,Glutamyl-tRNA reductase,nadp_c,1.0,C00006,NC(=O)c1ccc[n+](c1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](OP([O-])([O-])=O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O,-563.64954,,
1947,BSU28170,K02492,glutamyl-tRNA reductase ,1.2.1.70,1,GLUTRR,Glutamyl-tRNA reductase,nadph_c,-1.0,C00005,NC(=O)C1=CN(C=CC1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](OP([O-])([O-])=O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O,-551.72284,,
1948,BSU28170,K02492,glutamyl-tRNA reductase ,1.2.1.70,1,GLUTRR,Glutamyl-tRNA reductase,trnaglu_c,1.0,C01641,[*]OP(=O)([O-])OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@H](O)[C@@H]1OP(=O)([O-])OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@H](O)[C@@H]1OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,NA,,
1951,BSU28270,K00052,3-isopropylmalate dehydrogenase ,1.1.1.85,1,IPMD,3-isopropylmalate dehydrogenase,3c2hmp_c,-1.0,C04411,CC(C)[C@@H]([C@@H](O)C([O-])=O)C([O-])=O,-98.297035,14.9,0.009
1952,BSU28270,K00052,3-isopropylmalate dehydrogenase ,1.1.1.85,1,IPMD,3-isopropylmalate dehydrogenase,3c4mop_c,1.0,C04236,CC(C)[C@H](C([O-])=O)C(=O)C([O-])=O,-108.359276,14.9,0.009
1953,BSU28270,K00052,3-isopropylmalate dehydrogenase ,1.1.1.85,1,IPMD,3-isopropylmalate dehydrogenase,h_c,1.0,C00080,[H+],0.42906138,14.9,0.009
1954,BSU28270,K00052,3-isopropylmalate dehydrogenase ,1.1.1.85,1,IPMD,3-isopropylmalate dehydrogenase,nad_c,-1.0,C00003,NC(=O)c1ccc[n+](c1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O,-338.38196,14.9,0.009
1955,BSU28270,K00052,3-isopropylmalate dehydrogenase ,1.1.1.85,1,IPMD,3-isopropylmalate dehydrogenase,nadh_c,1.0,C00004,NC(=O)C1=CN(C=CC1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O,-325.20697,14.9,0.009
1956,BSU28280,K01649,2-isopropylmalate synthase ,2.3.3.13,2,IPPS,2-isopropylmalate synthase,3c3hmp_c,1.0,C02504,CC(C)[C@@](O)(CC([O-])=O)C([O-])=O,-99.71703,,
1957,BSU28280,K01649,2-isopropylmalate synthase ,2.3.3.13,2,IPPS,2-isopropylmalate synthase,3mob_c,-1.0,C00141,CC(C)C(=O)C([O-])=O,-39.67422,,
1958,BSU28280,K01649,2-isopropylmalate synthase ,2.3.3.13,2,IPPS,2-isopropylmalate synthase,accoa_c,-1.0,C00024,CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12,-506.8639,,
1959,BSU28280,K01649,2-isopropylmalate synthase ,2.3.3.13,2,IPPS,2-isopropylmalate synthase,coa_c,1.0,C00010,CC(C)(COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12)[C@@H](O)C(=O)NCCC(=O)NCCS,-493.56613,,
1960,BSU28280,K01649,2-isopropylmalate synthase ,2.3.3.13,2,IPPS,2-isopropylmalate synthase,h2o_c,-1.0,C00001,[H]O[H],-36.144756,,
1961,BSU28280,K01649,2-isopropylmalate synthase ,2.3.3.13,2,IPPS,2-isopropylmalate synthase,h_c,1.0,C00080,[H+],0.42906138,,
1962,BSU28290,K00053,ketol-acid reductoisomerase ,1.1.1.86,1,KARA1,"Ketol-acid reductoisomerase (2,3-dihydroxy-3-methylbutanoate)",23dhmb_c,-1.0,C04272,CC(C)(O)[C@@H](O)C(=O)[O-],-69.071976,,
1963,BSU28290,K00053,ketol-acid reductoisomerase ,1.1.1.86,1,KARA1,"Ketol-acid reductoisomerase (2,3-dihydroxy-3-methylbutanoate)",alac__S_c,1.0,C06010,CC(=O)[C@](C)(O)C([O-])=O,-81.59421,,
1964,BSU28290,K00053,ketol-acid reductoisomerase ,1.1.1.86,1,KARA1,"Ketol-acid reductoisomerase (2,3-dihydroxy-3-methylbutanoate)",h_c,1.0,C00080,[H+],0.42906138,,
1965,BSU28290,K00053,ketol-acid reductoisomerase ,1.1.1.86,1,KARA1,"Ketol-acid reductoisomerase (2,3-dihydroxy-3-methylbutanoate)",nadp_c,-1.0,C00006,NC(=O)c1ccc[n+](c1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](OP([O-])([O-])=O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O,-563.64954,,
1966,BSU28290,K00053,ketol-acid reductoisomerase ,1.1.1.86,1,KARA1,"Ketol-acid reductoisomerase (2,3-dihydroxy-3-methylbutanoate)",nadph_c,1.0,C00005,NC(=O)C1=CN(C=CC1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](OP([O-])([O-])=O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O,-551.72284,,
1967,BSU28290,K00053,ketol-acid reductoisomerase ,1.1.1.86,1,KARA2,Ketol-acid reductoisomerase (2-Acetolactate),23dhmp_c,1.0,C06007,CC[C@@](C)(O)[C@@H](O)C(=O)[O-],-46.909744,,
1968,BSU28290,K00053,ketol-acid reductoisomerase ,1.1.1.86,1,KARA2,Ketol-acid reductoisomerase (2-Acetolactate),2ahbut_c,-1.0,C06006,CC[C@](O)(C(C)=O)C([O-])=O,-59.431965,,
1969,BSU28290,K00053,ketol-acid reductoisomerase ,1.1.1.86,1,KARA2,Ketol-acid reductoisomerase (2-Acetolactate),h_c,-1.0,C00080,[H+],0.42906138,,
1970,BSU28290,K00053,ketol-acid reductoisomerase ,1.1.1.86,1,KARA2,Ketol-acid reductoisomerase (2-Acetolactate),nadp_c,1.0,C00006,NC(=O)c1ccc[n+](c1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](OP([O-])([O-])=O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O,-563.64954,,
1971,BSU28290,K00053,ketol-acid reductoisomerase ,1.1.1.86,1,KARA2,Ketol-acid reductoisomerase (2-Acetolactate),nadph_c,-1.0,C00005,NC(=O)C1=CN(C=CC1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](OP([O-])([O-])=O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O,-551.72284,,
1979,BSU28510,K01209,alpha-L-arabinofuranosidase ,3.2.1.55,3,XYL14BASE,Xylan 1 4 beta xylosidase,14bxyl_c,-1.0,,,NA,0.75,0.36
1980,BSU28510,K01209,alpha-L-arabinofuranosidase ,3.2.1.55,3,XYL14BASE,Xylan 1 4 beta xylosidase,h2o_c,-1.0,C00001,[H]O[H],-36.144756,0.75,0.36
1981,BSU28510,K01209,alpha-L-arabinofuranosidase ,3.2.1.55,3,XYL14BASE,Xylan 1 4 beta xylosidase,xyl__D_c,1.0,C00181,O[C@@H]1COC(O)[C@H](O)[C@H]1O,-76.8288,0.75,0.36
1984,BSU28680,K00104,glycolate oxidase ,1.1.3.15,1,GLYCTO1,Glycolate oxidase,glx_c,1.0,C00048,[H]C(=O)C([O-])=O,-102.04095,,
1985,BSU28680,K00104,glycolate oxidase ,1.1.3.15,1,GLYCTO1,Glycolate oxidase,glyclt_c,-1.0,C00160,OCC([O-])=O,-96.398705,,
1986,BSU28680,K00104,glycolate oxidase ,1.1.3.15,1,GLYCTO1,Glycolate oxidase,h2o2_c,1.0,C00027,[H]OO[H],-11.457759,,
1987,BSU28680,K00104,glycolate oxidase ,1.1.3.15,1,GLYCTO1,Glycolate oxidase,o2_c,-1.0,C00007,O=O,3.92,,
1992,BSU28780,K03077,L-ribulose-5-phosphate 4-epimerase ,5.1.3.4,5,RBP4E,L-ribulose-phosphate 4-epimerase,ru5p__L_c,-1.0,C01101,OCC(=O)[C@@H](O)[C@@H](O)COP([O-])([O-])=O,-302.30817,,
1993,BSU28780,K03077,L-ribulose-5-phosphate 4-epimerase ,5.1.3.4,5,RBP4E,L-ribulose-phosphate 4-epimerase,xu5p__D_c,1.0,C00231,OCC(=O)[C@@H](O)[C@H](O)COP([O-])([O-])=O,-302.30817,,
1994,BSU28790,K00853,L-ribulokinase ,2.7.1.16,2,RBK_Dr,D-ribulokinase (D-ribulose),adp_c,1.0,C00008,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O,-344.92508,,
1995,BSU28790,K00853,L-ribulokinase ,2.7.1.16,2,RBK_Dr,D-ribulokinase (D-ribulose),atp_c,-1.0,C00002,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O,-553.6995,,
1996,BSU28790,K00853,L-ribulokinase ,2.7.1.16,2,RBK_Dr,D-ribulokinase (D-ribulose),h_c,1.0,C00080,[H+],0.42906138,,
1997,BSU28790,K00853,L-ribulokinase ,2.7.1.16,2,RBK_Dr,D-ribulokinase (D-ribulose),rbl__D_c,-1.0,C00309,OC[C@@H](O)[C@@H](O)C(=O)CO,-78.28881,,
1998,BSU28790,K00853,L-ribulokinase ,2.7.1.16,2,RBK_Dr,D-ribulokinase (D-ribulose),ru5p__D_c,1.0,C00199,OCC(=O)[C@H](O)[C@H](O)COP([O-])([O-])=O,-302.30817,,
1999,BSU28790,K00853,L-ribulokinase ,2.7.1.16,2,RBK_L1,L-ribulokinase (L-ribulose),adp_c,1.0,C00008,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O,-344.92508,,
2000,BSU28790,K00853,L-ribulokinase ,2.7.1.16,2,RBK_L1,L-ribulokinase (L-ribulose),atp_c,-1.0,C00002,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O,-553.6995,,
2001,BSU28790,K00853,L-ribulokinase ,2.7.1.16,2,RBK_L1,L-ribulokinase (L-ribulose),h_c,1.0,C00080,[H+],0.42906138,,
2002,BSU28790,K00853,L-ribulokinase ,2.7.1.16,2,RBK_L1,L-ribulokinase (L-ribulose),rbl__L_c,-1.0,C00508,OC[C@H](O)[C@H](O)C(=O)CO,-78.28881,,
2003,BSU28790,K00853,L-ribulokinase ,2.7.1.16,2,RBK_L1,L-ribulokinase (L-ribulose),ru5p__L_c,1.0,C01101,OCC(=O)[C@@H](O)[C@@H](O)COP([O-])([O-])=O,-302.30817,,
2004,BSU28800,K01804,L-arabinose isomerase ,5.3.1.4,5,ARAI,L-arabinose isomerase,arab__L_c,-1.0,C11476,[H]C(=O)[C@H](O)[C@@H](O)[C@@H](O)CO,-76.8288,241.7,
2005,BSU28800,K01804,L-arabinose isomerase ,5.3.1.4,5,ARAI,L-arabinose isomerase,rbl__L_c,1.0,C00508,OC[C@H](O)[C@H](O)C(=O)CO,-78.28881,241.7,
2006,BSU29010,K01611,S-adenosylmethionine decarboxylase ,4.1.1.50,4,ADMDC,Adenosylmethionine decarboxylase,amet_c,-1.0,C00019,C[S+](CC[C@H]([NH3+])C([O-])=O)C[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(N)ncnc12,124.03472,,
2007,BSU29010,K01611,S-adenosylmethionine decarboxylase ,4.1.1.50,4,ADMDC,Adenosylmethionine decarboxylase,ametam_c,1.0,C01137,C[S+](CCC[NH3+])C[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(N)ncnc12,213.00967,,
2008,BSU29010,K01611,S-adenosylmethionine decarboxylase ,4.1.1.50,4,ADMDC,Adenosylmethionine decarboxylase,co2_c,1.0,C00011,O=C=O,-92.26,,
2009,BSU29010,K01611,S-adenosylmethionine decarboxylase ,4.1.1.50,4,ADMDC,Adenosylmethionine decarboxylase,h_c,-1.0,C00080,[H+],0.42906138,,
2010,BSU29020,K00134,glyceraldehyde 3-phosphate dehydrogenase (phosphorylating) ,1.2.1.12,1,GAPDi_nadp,Glyceraldehyde-3-phosphate dehydrogenase (NAD(P)+) (phosphorylating),13dpg_c,-1.0,C00236,O[C@H](COP([O-])([O-])=O)C(=O)OP([O-])([O-])=O,-547.3985,,0.1
